Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScore_binned
1,1,0.2837837837837838,1,0.0,2,1,0,0.7956696864550564,1
2,1,0.3378378378378379,0,0.5269767099462576,1,1,0,0.1047272514525137,3
0,0,0.40540540540540543,9,0.0,1,1,0,0.7494776251131983,0
1,1,0.27027027027027034,0,0.0,1,1,0,0.3299060060235752,1
1,0,0.1891891891891892,4,0.0,2,1,1,0.5683287753980505,2
0,0,0.4594594594594595,7,0.2629418581863258,2,1,0,0.07298907045622856,2
1,1,0.22972972972972977,8,0.4742559817812882,1,1,1,0.677690419435056,0
1,1,0.10810810810810811,2,0.0,2,1,1,0.125164553214832,4
0,1,0.5,9,0.0,2,1,1,0.4722420491156905,0
2,0,0.40540540540540543,6,0.433389190009378,1,1,0,0.9228535825171303,3
2,1,0.27027027027027034,7,0.5291696720369614,2,1,1,0.29554917494620736,2
2,0,0.12162162162162166,7,0.4178934961202774,1,1,1,0.8369588295682237,1
1,0,0.2837837837837838,4,0.5568950325608298,1,1,1,0.6030602422531351,2
0,1,0.2972972972972973,1,0.37773547817761394,1,1,0,0.5713948182051386,3
0,0,0.21621621621621623,6,0.44128426804683935,1,1,1,0.046938832658518885,2
0,1,0.3378378378378379,8,0.7581861623577925,1,1,0,0.48752885900603504,1
1,1,0.39189189189189194,7,0.3427934026919058,1,1,1,0.18982587837138443,3
2,1,0.12162162162162166,4,0.4586903391731679,2,0,1,0.1344920939949765,1
0,0,0.28265154327115366,9,0.0,1,0,0,0.018688884788497298,2
2,0,0.25675675675675674,8,0.6189912007700019,1,1,0,0.5935819370749906,1
1,1,0.24324324324324326,10,0.436961676352339,1,1,1,0.08069545641608772,3
1,0,0.527027027027027,8,0.490040836899157,1,1,1,0.9063224537943373,0
1,0,0.2972972972972973,9,0.0,2,1,0,0.911149814807314,2
1,1,0.22972972972972977,2,0.0,2,1,1,0.30483541178182516,0
0,1,0.2027027027027027,9,0.0,2,1,1,0.7147927627088387,2
0,1,0.3378378378378379,8,0.8038963947473655,1,1,0,0.6651101180162705,1
0,1,0.2027027027027027,8,0.0,2,1,0,0.7185416207247791,4
2,0,0.05405405405405406,6,0.5545276171691862,1,1,1,0.31871008681329066,1
0,1,0.3108108108108108,2,0.0,1,1,1,0.2842238433770425,2
0,0,0.3108108108108108,10,0.3041858150454633,1,1,1,0.7058854120568514,4
1,1,0.36486486486486486,8,0.6014405689576993,2,0,1,0.6994546479188761,2
0,0,0.040540540540540515,0,0.33019115450420533,2,0,1,0.00698616717896559,2
1,1,0.3378378378378379,9,0.6874430570595417,1,1,0,0.9554553459855415,1
0,0,0.05405405405405406,9,0.5969634922290561,1,1,1,0.9902013142255084,2
1,1,0.013513513513513542,5,0.0,1,1,1,0.8845433238874312,1
0,0,0.16216216216216217,0,0.0,2,1,1,0.6527717897059169,0
0,0,0.28265154327115366,2,0.6168369396514737,2,1,1,0.8740271195899207,4
1,1,0.7027027027027029,1,0.0,2,0,0,0.4975055617811501,0
0,1,0.25675675675675674,2,0.3879061414935443,1,1,0,0.11641236738108489,1
0,0,0.25675675675675674,7,0.2774427258493678,1,1,1,0.3606156887982802,2
0,0,0.22972972972972977,5,0.5037808777260919,1,0,0,0.7818246642554363,1
0,0,0.21621621621621623,4,0.359937455083855,1,1,1,0.7961945865830187,0
2,0,0.3243243243243243,2,0.49155958102351444,1,0,0,0.5175719281191353,0
0,1,0.22972972972972977,3,0.0,2,1,1,0.18120820538361412,1
0,1,0.21621621621621623,8,0.6216622852728773,1,1,0,0.7710605362812147,0
2,0,0.21621621621621623,6,0.4242158240423433,1,0,1,0.6899862936910475,3
1,1,0.5,3,0.0,1,1,1,0.20163105576582563,0
0,1,0.21621621621621623,6,0.0,1,1,1,0.315840462764194,0
0,0,0.05405405405405406,8,0.6942499243417917,2,0,1,0.9632033359185802,3
0,1,0.10810810810810811,5,0.4429210282150813,1,1,0,0.3046775467057104,2
1,1,0.02702702702702703,8,0.0,2,1,0,0.8407861950816303,3
0,1,0.16216216216216217,10,0.5171661131417941,1,0,0,0.8637728403062491,0
0,1,0.527027027027027,6,0.5433500111539312,2,1,1,0.3627230900551003,2
2,1,0.1756756756756757,2,0.3608934607672781,2,1,1,0.0939517223894882,0
2,0,0.2837837837837838,7,0.6600704293922685,2,0,0,0.6592651098179876,1
2,1,0.36486486486486486,6,0.5663018000655168,4,1,0,0.9415612691011991,2
0,1,0.5,5,0.0,2,1,1,0.03498869142003061,3
1,0,0.36486486486486486,7,0.36305999778635223,2,1,0,0.35564166377889084,2
0,0,0.08108108108108109,3,0.3806653131556323,1,1,1,0.22873894456920635,1
0,0,0.1756756756756757,7,0.561709417556746,1,0,1,0.10189568103753907,0
2,1,0.16216216216216217,5,0.45949604478854345,2,1,1,0.7479531295238695,1
0,1,0.12162162162162166,5,0.20535329702988175,1,0,1,0.9606926961524824,2
0,1,0.21621621621621623,7,0.0,2,1,1,0.9404246605550829,1
0,1,0.445945945945946,2,0.5907683474194643,1,0,0,0.7847847469433331,1
0,0,0.21621621621621623,2,0.5044236088046745,1,1,0,0.36664926500480793,2
0,1,0.25675675675675674,6,0.0,1,1,1,0.088962695937462,0
0,1,0.39189189189189194,2,0.0,2,1,1,0.48527484374757784,0
1,0,0.2837837837837838,8,0.4286733709292088,1,1,0,0.5876152672580232,1
2,1,0.3243243243243243,3,0.502359424099243,1,0,1,0.058932178023001186,1
2,0,0.24324324324324326,2,0.33585923272672186,2,0,0,0.1930339847455432,1
2,0,0.4324324324324324,2,0.40765073181704975,2,1,0,0.44909738880063044,0
2,0,0.27027027027027034,9,0.4940206997988706,1,1,0,0.3802437632793932,1
0,0,0.22972972972972977,2,0.0,2,1,1,0.1156004398420049,1
2,1,0.3378378378378379,9,0.33748032916472187,2,0,1,0.41038804205801654,1
1,1,0.09459459459459457,7,0.5090841464755671,2,1,1,0.5263910703472181,0
2,0,0.24324324324324326,8,0.414168836438731,1,1,1,0.5501740416209748,2
2,0,0.1756756756756757,1,0.5622568908356377,3,1,1,0.9713204110992598,4
2,1,0.22972972972972977,5,0.6440507777480491,3,1,1,0.31895065978800974,1
2,0,0.3108108108108108,10,0.5449752128443863,1,1,1,0.28791604598239134,0
0,1,0.1891891891891892,6,0.3765930222904447,1,1,1,0.7347609696726036,2
0,1,0.21621621621621623,1,0.49669301986316444,2,0,1,0.81835805319408,2
0,1,0.28265154327115366,1,0.5003208673290419,1,1,1,0.8113242314641047,1
1,1,0.36486486486486486,5,0.6554491506890309,1,1,0,0.7098599916292004,2
2,1,0.39189189189189194,2,0.4706272176085518,4,1,1,0.71504783706844,3
1,1,0.27027027027027034,10,0.48732076836455795,1,0,0,0.7288113514840666,3
2,1,0.13513513513513514,0,0.5682574546502128,2,1,0,0.6454278383585632,1
0,0,0.6216216216216217,3,0.4943991403043364,1,1,1,0.5570101444687967,0
1,0,0.1756756756756757,3,0.0,1,1,1,0.650436566692119,1
2,0,0.7972972972972974,10,0.30494660202475043,2,0,1,0.29794885411556804,2
0,0,0.2027027027027027,8,0.7595380658338213,1,1,1,0.39996599675268985,2
0,0,0.22972972972972977,8,0.0,2,1,1,0.883923814724306,0
0,1,0.35135135135135137,3,0.3431762673043865,1,1,0,0.9007025170903821,2
0,0,0.12162162162162166,4,0.0,2,1,1,0.9178760071586836,1
0,0,0.14864864864864863,8,0.0,2,1,1,0.9478248172700492,0
0,1,0.1756756756756757,7,0.0,1,1,0,0.9913821769979032,0
2,0,0.28265154327115366,1,0.5850233455344359,1,1,0,0.9465709975302641,3
2,1,0.3243243243243243,8,0.523681746640638,2,1,0,0.35586653525411677,1
2,0,0.1756756756756757,1,0.3968062889597925,1,1,0,0.9963138479724813,3
0,0,0.14864864864864863,8,0.5586754765650069,1,1,1,0.19081052240488966,2
0,0,0.2027027027027027,7,0.0,1,1,0,0.9408136477033556,3
0,1,0.27027027027027034,8,0.0,2,1,1,0.6684703389173666,2
0,1,0.27027027027027034,5,0.0,2,1,0,0.236906774596974,0
2,1,0.25675675675675674,5,0.5641623656840115,2,0,1,0.901662358755261,3
1,1,0.25675675675675674,1,0.0,2,0,1,0.9027871161695942,3
0,1,0.25675675675675674,5,0.6105889048418025,1,1,1,0.8138348712302025,2
0,1,0.3108108108108108,2,0.0,2,0,1,0.9561114586443004,3
2,0,0.1891891891891892,8,0.626306043222569,3,1,0,0.9550057030446407,1
2,0,0.35135135135135137,5,0.5027851746499944,1,0,1,0.662128783298805,1
0,1,0.28265154327115366,4,0.4035034304167083,2,0,1,0.8891063596573472,2
0,1,0.10810810810810811,7,0.0,2,0,1,0.783008027266604,0
0,1,0.24324324324324326,1,0.4715530516792695,1,1,0,0.7306852804442824,1
0,1,0.10810810810810811,10,0.20710763481698888,2,1,0,0.2275000262525071,2
1,0,0.2027027027027027,8,0.0,2,1,0,0.5709069716157893,1
0,1,0.1756756756756757,7,0.5781494390810229,1,1,1,0.8794937416523277,0
0,1,0.22972972972972977,5,0.0,1,1,0,0.7769889024401829,1
2,0,0.28265154327115366,6,0.4807604952273651,1,1,1,0.7040278346582098,2
1,0,0.05405405405405406,4,0.45612240412033433,1,1,1,0.5387589014750909,3
0,0,0.3108108108108108,7,0.0,2,1,0,0.8569177856485293,4
1,0,0.2972972972972973,7,0.0,1,1,1,0.12947506486869495,1
2,0,0.22972972972972977,7,0.5116410013324534,2,1,0,0.9913175208232385,0
0,1,0.21621621621621623,5,0.5320939669170061,1,0,1,0.7782316211198169,1
0,0,0.3243243243243243,6,0.0,1,1,0,0.9035389879733514,0
1,1,0.21621621621621623,2,0.4045732671779208,1,0,0,0.9901878629409108,1
1,1,0.24324324324324326,5,0.0,2,1,1,0.48439495971865315,2
0,1,0.2837837837837838,2,0.4445032642536259,1,1,0,0.9974621576360542,2
2,1,0.25675675675675674,4,0.3924286549969353,1,0,0,0.4540937659546487,2
0,1,0.3378378378378379,7,0.0,2,1,0,0.8919956855879736,0
0,1,0.35135135135135137,10,0.5722304223200743,1,0,0,0.637223654859039,1
2,0,0.16216216216216217,6,0.6146773377190715,2,0,1,0.31341478111159615,3
0,1,0.1756756756756757,5,0.42352123924100027,1,1,1,0.012835475787937747,1
0,1,0.4324324324324324,5,0.6026962580703584,2,1,0,0.8490451838150542,0
1,0,0.5810810810810811,8,0.0,2,0,1,0.6993165347290666,0
0,1,0.2837837837837838,2,0.0,2,1,0,0.5020052915053388,1
2,1,0.35135135135135137,10,0.4637873887361997,2,1,0,0.9903324767515297,2
0,1,0.14864864864864863,1,0.5402053877731792,1,1,0,0.3341006566127065,3
0,1,0.28265154327115366,2,0.4061055227642427,1,1,1,0.9152538067385434,3
2,1,0.7567567567567568,3,0.42465660061421756,1,1,1,0.672954267132511,2
0,0,0.16216216216216217,1,0.0,2,0,0,0.6789845930286342,0
2,1,0.25675675675675674,7,0.47865059474944593,2,1,0,0.6796356052002966,3
2,0,0.22972972972972977,2,0.3225682188333917,1,0,0,0.06314648048888669,4
2,1,0.1756756756756757,7,0.5738038898582289,2,1,1,0.701323876430199,3
0,0,0.3243243243243243,2,0.4363197424101555,1,0,1,0.8758309918597225,2
2,1,0.35135135135135137,10,0.547840320346799,1,1,0,0.9477521103265361,3
0,1,0.08108108108108109,3,0.0,2,1,0,0.8660014531387746,4
0,1,0.10810810810810811,9,0.2976583042142728,2,0,0,0.1561137588639715,1
0,0,0.37837837837837845,1,0.0,1,1,1,0.5223372832105466,0
0,1,0.2972972972972973,4,0.0,2,0,1,0.9721178372534576,0
1,1,0.24324324324324326,9,0.4232417632194809,1,0,1,0.11492467530649175,2
2,0,0.6216216216216217,3,0.6116796664334911,3,0,0,0.7328803900772524,2
0,0,0.27027027027027034,3,0.0,2,1,0,0.582328662387258,1
0,0,0.6756756756756757,2,0.7315928152342651,1,0,0,0.7978046903479281,3
0,0,0.27027027027027034,5,0.0,1,1,1,0.4368016145541899,1
1,1,0.36486486486486486,7,0.4265597637670339,1,1,0,0.1644774575972005,0
1,1,0.13513513513513514,6,0.5962341921375328,2,1,0,0.511616909414849,1
0,1,0.2972972972972973,5,0.5251299840504964,2,1,1,0.19376865490654355,1
0,0,0.2837837837837838,3,0.663620715486515,2,1,0,0.469165105267553,0
0,0,0.48648648648648657,9,0.27235344836622716,1,1,1,0.7219647976381744,0
0,0,0.527027027027027,3,0.9501370058257519,1,0,1,0.7398377045007797,1
0,0,0.1891891891891892,10,0.4485349808761,2,1,1,0.17171119841944904,1
2,1,0.22972972972972977,3,0.7668769818056408,1,1,1,0.20068766567207166,1
0,0,0.27027027027027034,9,0.6104716460774972,1,1,1,0.4662950811802527,4
0,0,0.2972972972972973,2,0.0,2,0,0,0.18181581341018063,1
2,0,0.22972972972972977,2,0.6000883864839307,2,0,0,0.3235860524680107,1
2,0,0.37837837837837845,9,0.5938816034829122,2,1,0,0.8845407236391074,1
1,1,0.48648648648648657,6,0.0,1,0,1,0.42309435551095126,1
2,0,0.3108108108108108,2,0.5535356606341644,1,1,0,0.6496867950889309,1
1,1,0.6081081081081081,2,0.48141928860438915,2,1,1,0.2609612217966816,0
1,1,0.1756756756756757,7,0.4387084014868348,1,0,0,0.21956986892248206,1
2,1,0.2972972972972973,2,0.45129231553735627,2,1,1,0.2320397097922851,3
2,0,0.39189189189189194,10,0.5570234512347225,1,1,0,0.8292687451651631,0
1,0,0.2027027027027027,8,0.4599859648194214,1,0,1,0.00763887951299349,1
1,0,0.040540540540540515,9,0.0,2,1,1,0.13159176701374978,2
0,1,0.24324324324324326,9,0.0,2,1,1,0.20027267604056187,1
0,0,0.16216216216216217,6,0.0,2,1,0,0.07878012350179442,3
0,1,0.16216216216216217,8,0.6949280881333135,1,0,0,0.15959984178489045,2
0,1,0.08108108108108109,2,0.5906667125285808,2,1,0,0.9139047779062899,2
0,1,0.37837837837837845,1,0.5207939207508515,1,1,1,0.8056473893256806,1
2,0,0.3243243243243243,8,0.48617572178409174,2,1,0,0.02007911755572657,1
2,0,0.14864864864864863,7,0.5866886830425853,1,1,1,0.42464465356441533,2
2,1,0.28265154327115366,1,0.5539798250357347,2,0,0,0.6118676333589858,0
0,1,0.25675675675675674,2,0.0,1,0,1,0.04027094587533109,3
2,1,0.3243243243243243,3,0.47110749228900073,2,1,0,0.04721100865132619,2
1,0,0.2837837837837838,4,0.0,2,0,1,0.9104362966663316,3
0,1,0.5540540540540542,10,0.7412038887980377,1,0,0,0.04717370508883598,0
1,0,0.28265154327115366,7,0.38006463102210153,1,0,0,0.5114766960244703,1
1,1,0.22972972972972977,4,0.0,2,1,1,0.04823875680127451,3
2,1,0.14864864864864863,6,0.3702185616478787,1,1,1,0.34786777137216607,2
2,1,0.5540540540540542,9,0.27552856221424404,1,1,1,0.8535512641457258,0
1,0,0.5,4,0.3662575510240035,1,1,0,0.7243626766356186,0
0,1,0.39189189189189194,8,0.567489493443334,1,1,1,0.31040484366256976,3
0,0,0.4324324324324324,4,0.0,2,0,1,0.9104138945269272,1
2,0,0.22972972972972977,1,0.48606487996779896,2,1,1,0.7142094069983683,1
0,1,0.16216216216216217,0,0.5326227074905194,1,1,1,0.810289082607389,4
2,1,0.28265154327115366,4,0.4414767764872184,1,1,0,0.13077328884908507,3
1,0,0.2027027027027027,7,0.6908443185039791,1,1,0,0.7522783425817166,0
0,0,0.1891891891891892,7,0.0,2,1,1,0.9971274256691512,2
0,1,0.5405405405405406,3,0.0,1,0,1,0.9746866825781861,2
0,0,0.12162162162162166,4,0.6070567137438153,1,1,0,0.5205518126981127,3
1,0,0.40540540540540543,6,0.0,2,1,1,0.20027617637484377,1
0,0,0.4189189189189189,2,0.5236969320890407,1,0,0,0.97186371298459,4
0,1,0.8378378378378379,3,0.0,1,1,1,0.32898071765853637,1
0,0,0.14864864864864863,2,0.6068815828769363,1,1,0,0.16998053314091496,1
2,1,0.36486486486486486,2,0.6035177071296159,1,0,1,0.5766643214426977,1
0,1,0.3378378378378379,10,0.4870432054703964,2,0,1,0.895750344157867,1
2,1,0.2837837837837838,8,0.41030607287604304,1,0,0,0.2642767884332954,1
2,1,0.6891891891891893,2,0.7453748651494319,2,0,1,0.5294861159240707,1
0,1,0.1756756756756757,2,0.0,2,0,1,0.32004386418903,0
0,0,0.5405405405405406,8,0.37136145596006737,1,1,1,0.6988150868407933,2
0,1,0.21621621621621623,1,0.33501821396886683,1,0,0,0.1874141980559143,1
0,1,0.1891891891891892,10,0.3217567339791228,1,1,0,0.43151705987921846,3
2,1,0.13513513513513514,10,0.45313549417614146,1,1,0,0.16552910802981682,1
0,0,0.2837837837837838,5,0.5504495869219252,1,0,0,0.09793510280231761,1
1,0,0.22972972972972977,7,0.5335561143570284,1,1,1,0.13638562482717098,0
1,0,0.6891891891891893,1,0.4287396528207928,1,1,1,0.9117114184404611,1
0,0,0.2837837837837838,2,0.5922190958089798,1,1,1,0.8839828703641197,4
0,1,0.28265154327115366,5,0.0,2,1,0,0.44641618274545214,1
0,0,0.25675675675675674,8,0.45396886042456525,1,0,0,0.40105640088628464,2
0,1,0.27027027027027034,8,0.45038573231067647,1,1,1,0.7643770480080848,0
1,0,0.28265154327115366,0,0.23030952527378748,1,1,0,0.989056554900993,2
0,1,0.10810810810810811,7,0.5829697627431122,1,1,0,0.10947065444749972,4
2,1,0.2837837837837838,3,0.49641266699160613,2,1,1,0.60190018146733,4
0,0,0.35135135135135137,7,0.2194262220170748,1,1,0,0.9088148418173935,2
0,1,0.4324324324324324,3,0.0,2,0,0,0.4747366373488668,2
1,0,0.35135135135135137,5,0.0,3,0,0,0.027240051424911073,0
0,1,0.39189189189189194,6,0.0,1,1,0,0.2534459540886155,1
1,1,0.36486486486486486,4,0.0,2,0,0,0.9650803151700986,1
1,1,0.5405405405405406,5,0.512035344709081,1,0,1,0.6862803897772236,1
2,0,0.445945945945946,7,0.5869399404355768,1,1,1,0.26812220567064154,1
0,0,0.6891891891891893,1,0.0,2,1,1,0.6590293373017122,2
2,1,0.2027027027027027,4,0.5222190412051364,2,0,0,0.2753330443057312,0
2,1,0.2972972972972973,7,0.5540984389319186,1,0,1,0.9669500937339516,2
1,0,0.25675675675675674,2,0.0,2,1,1,0.7187071865363142,1
1,0,0.3108108108108108,9,0.43449206807433255,1,1,0,0.9825357321624214,1
0,0,0.1756756756756757,8,0.5487794665953815,1,1,0,0.9503684601879478,1
0,0,0.22972972972972977,2,0.45564826739015835,2,0,0,0.07974476562511719,1
0,1,0.3243243243243243,7,0.39786851306839366,1,1,1,0.18356663061322356,0
1,1,0.27027027027027034,8,0.3971369012813131,1,1,0,0.06209412998941398,2
1,1,0.09459459459459457,7,0.0,1,0,1,0.9642398349042333,0
0,0,0.6081081081081081,1,0.6590349492098565,2,0,0,0.7037996628678038,0
2,0,0.21621621621621623,6,0.23118314691036512,1,1,0,0.4517157388530605,3
0,0,0.22972972972972977,8,0.0,2,1,1,0.9395324253466205,0
0,1,0.3378378378378379,5,0.0,2,0,0,0.5653920449402918,3
2,0,0.4594594594594595,9,0.6663835503889248,1,1,1,0.3140167385985362,3
0,0,0.2027027027027027,0,0.3592081549923318,1,1,0,0.6873912958687554,0
0,0,0.37837837837837845,3,0.4245223628446116,1,1,0,0.27532999401442837,0
0,0,0.2027027027027027,9,0.6049174387895899,2,0,0,0.9012778720367794,3
2,0,0.7162162162162162,6,0.45164592524399055,1,1,0,0.5412848927072536,1
1,0,0.0675675675675676,10,0.40305870801965854,2,0,0,0.1851737840963812,1
2,1,0.36486486486486486,10,0.576637271331958,3,1,0,0.11251504518681532,3
0,0,0.14864864864864863,3,0.0,2,1,0,0.7902331172626985,2
2,0,0.27027027027027034,4,0.4509816714826327,2,1,0,0.8835894327908315,0
0,1,0.5945945945945947,10,0.509126035993339,2,1,1,0.425747758910976,0
2,0,0.35135135135135137,4,0.3631584441316393,2,0,0,0.12099785529518067,2
0,1,0.25675675675675674,2,0.5086112453068097,1,1,0,0.49322030253889243,0
0,1,0.14864864864864863,1,0.0,1,0,1,0.7499703221657669,3
0,0,0.5810810810810811,1,0.4155778945945743,1,1,0,0.31420030612923533,1
0,0,0.22972972972972977,4,0.0,1,1,1,0.5978258923727215,3
0,1,0.2972972972972973,3,0.0,1,1,1,0.16155717871056685,0
1,1,0.16216216216216217,2,0.5784334587800171,1,0,0,0.03771910217425764,3
1,1,0.445945945945946,3,0.43762608954097665,2,1,1,0.06223684361856557,4
0,0,0.3108108108108108,4,0.3292045786398773,1,0,1,0.27832913043195623,0
1,1,0.24324324324324326,1,0.0,2,0,1,0.42461975118623824,1
0,0,0.1756756756756757,1,0.0,2,1,0,0.023955637763406402,2
0,1,0.24324324324324326,5,0.0,2,1,0,0.8071604338214299,2
0,1,0.5135135135135136,7,0.5233897157208333,1,1,1,0.5958762561824654,4
0,0,0.21621621621621623,10,0.0,2,1,1,0.25376533458945333,3
0,1,0.13513513513513514,9,0.0,2,0,0,0.16295441214635994,1
0,0,0.2837837837837838,9,0.4667363549877961,2,1,1,0.42967073355505453,0
2,0,0.527027027027027,8,0.37352504357446487,1,1,1,0.9007805745448689,3
0,0,0.25675675675675674,8,0.0,2,1,1,0.48945544299480603,0
0,1,0.22972972972972977,1,0.0,2,0,1,0.016868910980998682,4
1,0,0.14864864864864863,7,0.3731278703636206,1,0,1,0.5652506814400775,2
0,0,0.27027027027027034,2,0.0,2,1,1,0.2319403002986785,4
2,1,0.7162162162162162,1,0.21129411547134538,2,1,1,0.5611088858986033,1
0,0,0.8378378378378379,4,0.0,2,1,1,0.943047511037304,1
1,0,0.3108108108108108,3,0.0,2,1,0,0.27168219564968454,1
1,0,0.25675675675675674,6,0.49478483475103385,2,1,0,0.4641181732855488,2
1,0,0.24324324324324326,10,0.0,2,0,1,0.9309331041114426,1
1,1,0.7972972972972974,2,0.0,1,1,1,0.17347326669696952,1
1,1,0.1756756756756757,4,0.22213369579656825,2,1,1,0.518954310136618,0
0,1,0.28265154327115366,7,0.0,2,1,0,0.7678502797017115,1
2,1,0.2972972972972973,9,0.412933833015628,2,0,0,0.7047446531143723,1
2,1,0.6351351351351351,2,0.5258529867644669,1,1,1,0.48198647970881214,3
1,0,0.3108108108108108,3,0.35777012092838173,1,0,0,0.9965609715727851,1
0,1,0.3108108108108108,5,0.0,1,1,1,0.37131431051665437,0
0,1,0.05405405405405406,5,0.0,2,0,1,0.5256205467622157,3
0,0,0.0675675675675676,2,0.37650669241842377,2,0,1,0.929535270618344,2
0,1,0.3243243243243243,8,0.5170836493813087,2,1,1,0.8978556952188934,2
0,0,0.5675675675675675,6,0.3864361821168109,1,1,0,0.15949453172777997,3
0,1,0.3378378378378379,2,0.0,1,1,1,0.8501980439131938,2
2,0,0.2027027027027027,5,0.5445422083524033,2,1,1,0.8456115559035887,3
0,0,0.24324324324324326,8,0.2724141104461975,2,0,1,0.251967762921359,0
1,1,0.13513513513513514,0,0.3827086128874078,1,1,1,0.2899322385287795,2
0,1,0.08108108108108109,7,0.6852292897088217,1,0,1,0.8901719114175403,4
0,1,0.445945945945946,9,0.6248504323010192,2,1,0,0.20125026940072777,3
1,1,0.27027027027027034,7,0.0,1,1,1,0.13615150246848573,1
0,0,0.27027027027027034,2,0.0,2,0,0,0.017567227670242505,3
0,0,0.27027027027027034,3,0.5299040738014388,1,0,1,0.622432942345994,0
2,1,0.3243243243243243,1,0.5951917768684489,2,1,0,0.5041613474086775,1
1,1,0.3378378378378379,7,0.38849984868358306,2,1,1,0.7991342173177538,0
0,0,0.5405405405405406,5,0.0,2,0,1,0.2492101995740593,2
1,0,0.37837837837837845,8,0.4231665534002272,1,1,0,0.8157475038866211,0
1,1,0.3378378378378379,10,0.4505188142325038,1,1,1,0.5021094514526138,1
1,0,0.16216216216216217,6,0.0,2,1,0,0.7621047310018106,2
0,0,0.12162162162162166,1,0.37832376484013897,1,1,1,0.20166085861199742,2
2,1,0.35135135135135137,3,0.42222306275826976,1,1,0,0.4122999246428034,2
0,0,0.27027027027027034,7,0.0,2,0,0,0.22886345646009193,2
1,0,0.4594594594594595,1,0.6167203983099274,1,1,0,0.4012787721227377,2
0,0,0.37837837837837845,3,0.0,2,0,0,0.0040447862770894615,0
0,0,0.1756756756756757,3,0.6693932185773117,1,1,0,0.715822161016377,1
0,1,0.2837837837837838,5,0.0,2,1,0,0.48134126809110267,3
0,1,0.0675675675675676,1,0.0,2,1,0,0.4578517748444976,1
0,1,0.12162162162162166,3,0.5552121979087207,1,1,0,0.499209674523917,0
0,0,0.12162162162162166,2,0.5301336092275554,1,1,0,0.6340484016223549,2
0,1,0.21621621621621623,1,0.565155478066812,1,1,0,0.22925644399040104,2
2,1,0.40540540540540543,7,0.3424319411917405,1,1,1,0.11925598894694442,2
0,0,0.21621621621621623,9,0.3702669478273032,2,1,0,0.4873180888774878,4
2,0,0.2837837837837838,7,0.3712612559147023,2,1,1,0.953765084565576,2
0,0,0.1756756756756757,3,0.5423230603309894,2,1,0,0.32781295613731115,1
1,1,0.24324324324324326,8,0.0,2,1,0,0.27600550852606426,2
2,0,0.5945945945945947,7,0.5688543902426679,1,0,1,0.029411058756111202,3
1,1,0.13513513513513514,8,0.0,1,0,0,0.8835938332110717,2
0,0,0.6216216216216217,2,0.0,1,1,1,0.030328096333199817,0
0,1,0.7162162162162162,3,0.3312766549956598,1,1,1,0.1379440736590344,1
0,0,0.37837837837837845,2,0.0,2,1,1,0.3329874002967283,1
0,1,0.37837837837837845,1,0.0,1,1,0,0.760853711529451,2
0,0,0.14864864864864863,4,0.35611857387993673,2,0,0,0.9031617519473109,0
0,0,0.527027027027027,1,0.0,2,1,0,0.4462296649330011,0
2,1,0.3243243243243243,9,0.25200271552485715,1,0,1,0.6865892692752158,2
0,1,0.36486486486486486,0,0.0,1,0,0,0.4232985750139138,0
2,1,0.2027027027027027,6,0.5285148244851127,1,1,0,0.2788473299200074,1
0,1,0.2027027027027027,0,0.0,2,0,0,0.8906407061874408,3
0,0,0.2027027027027027,1,0.2964788611981861,1,1,0,0.10077407392405974,3
0,1,0.24324324324324326,6,0.613317343308592,1,0,0,0.6771653692927674,1
2,0,0.5,2,0.5615485554314105,3,1,1,0.8992002236213559,1
0,1,0.5945945945945947,6,0.4733261221717551,1,1,1,0.10179022096610225,0
2,1,0.2837837837837838,5,0.4612658071649729,3,1,1,0.9280274266192421,4
0,1,0.2837837837837838,8,0.49905342045449613,2,1,0,0.7224914479332776,3
1,1,0.1891891891891892,6,0.0,1,1,1,0.22157936082895915,4
1,0,0.1756756756756757,2,0.3755410413845718,1,1,0,0.5178455542504309,4
2,1,0.21621621621621623,3,0.39991520062986535,3,1,0,0.24276123369781813,2
0,0,0.1891891891891892,9,0.0,2,1,1,0.4657653305890712,1
2,0,0.22972972972972977,0,0.6854693473354063,2,0,1,0.8365873440913607,2
0,0,0.24324324324324326,9,0.45834314641454627,1,1,0,0.3764985056072855,3
0,0,0.5135135135135136,9,0.5136846199187887,1,1,1,0.9812455089461043,1
0,0,0.10810810810810811,6,0.0,1,1,0,0.5009919447307217,0
0,1,0.14864864864864863,10,0.0,2,1,0,0.06088206423713464,0
1,1,0.39189189189189194,0,0.0,1,1,1,0.027734148611192364,3
2,1,0.16216216216216217,7,0.5268051661931744,2,0,0,0.468822022503149,0
1,1,0.36486486486486486,8,0.3533560976889063,2,1,0,0.5827343011257574,3
0,0,0.2972972972972973,7,0.0,1,1,0,0.3642405849758652,2
2,1,0.24324324324324326,7,0.38042665051774616,2,1,0,0.9454577412142859,2
1,0,0.24324324324324326,5,0.0,2,0,0,0.7862074328098332,1
2,1,0.3243243243243243,6,0.5050038045327488,2,1,0,0.2083734996692184,1
2,1,0.2837837837837838,2,0.5297245586843647,1,0,1,0.7469355823481142,0
0,0,0.37837837837837845,4,0.0,2,1,0,0.009481305464671876,0
